Дата,Артикул,Название,Категория,Тип изменения,Старое значение,Новое значение,Разница
2026-09-23 16:52:05,230016,Теннисная ракетка Head IG Speed 25 2026,Ракетки для тенниса,Новый товар,0,8,8
2026-09-23 16:52:05,140482-100,Теннисная ракетка Babolat Ballfighter 25 - Multicolor,Ракетки для тенниса,Новый товар,0,3,3
2026-09-23 16:52:05,233376,Теннисная ракетка Head Extreme MP XL 2026,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,230536,Теннисная ракетка Head Coco 25,Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,WR151610U,Теннисная ракетка Wilson Blade 25 V9.0,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,12CAR135XT,Ракетка для сквоша Tecnifiber Corbonflex X-TOP 135,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,14BULL17NW,Теннисная ракетка Tecnifibre Bullit 17,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,WR201510,Теннисная ракетка Wilson Pro Staff 97UL Classic,Ракетки для тенниса,Новый товар,0,18,18
2026-09-23 16:52:05,233326,Теннисная ракетка Head Extreme MP L 2026,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,235424,Теннисная ракетка Head Challenge Team 2024 - Purple,Ракетки для тенниса,Новый товар,0,4,4
2026-09-23 16:52:05,14FI30SI,Теннисная ракетка Tecnifibre Tfight 300S IGA,Ракетки для тенниса,Новый товар,0,6,6
2026-09-23 16:52:05,14TEMP264E,Теннисная ракетка Tecnifibre Tempo IGA 26,Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,232606,Теннисная ракетка Head Squared,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,WR207911,Теннисная ракетка Wilson Blade 98 18x20 V10,Ракетки для тенниса,Новый товар,0,3,3
2026-09-23 16:52:05,232046,Теннисная ракетка Head Speed MP UL 2026,Ракетки для тенниса,Новый товар,0,13,13
2026-09-23 16:52:05,KR76-F25,Теннисная ракетка 7/6 Fox 25,Ракетки для тенниса,Новый товар,0,13,13
2026-09-23 16:52:05,WR171510,Теннисная ракетка Wilson Burn Spin Junior 26,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,0298,Теннисная ракетка Solinco Shadow 21,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,14FI315S5,Теннисная ракетка Tecnifibre Tfight 315S Isoflex 2025,Ракетки для тенниса,Новый товар,0,9,9
2026-09-23 16:52:05,235814,Теннисная ракетка Head COCO Jr 23,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,KR76-F21,Теннисная ракетка 7/6 Fox 21,Ракетки для тенниса,Новый товар,0,11,11
2026-09-23 16:52:05,230164,Теннисная ракетка Head Boom Jr 2024,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,AR76-A2300,Теннисная ракетка 7/6 A2 300,Ракетки для тенниса,Новый товар,0,37,37
2026-09-23 16:52:05,236054,Теннисная ракетка Head Speed Jr. 2024,Ракетки для тенниса,Новый товар,0,7,7
2026-09-23 16:52:05,235024,Теннисная ракетка Head Novak 21 2024,Ракетки для тенниса,Новый товар,0,9,9
2026-09-23 16:52:05,101556,Теннисная ракетка Babolat Pure Drive Super Lite 2025,Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,14FIR2556,Теннисная ракетка Tecnifbre Fire 255 2026,Ракетки для тенниса,Новый товар,0,10,10
2026-09-23 16:52:05,140533-100,Теннисная ракетка Babolat Pure Drive 25 W 2025,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,233032,Теннисная ракетка Head COCO Jr. 19,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,232226,Теннисная ракетка Head Boom MP L 2026,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,231105,Теннисная ракетка Head Gravity Pro 2025,Ракетки для тенниса,Новый товар,0,20,20
2026-09-23 16:52:05,140246,Теннисная ракетка Babolat Nadal Junior 19 (2019),Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,231025,Теннисная ракетка Head Radical Team 2025,Ракетки для тенниса,Новый товар,0,4,4
2026-09-23 16:52:05,231005,Теннисная ракетка Head Radical Pro 2025,Ракетки для тенниса,Новый товар,0,20,20
2026-09-23 16:52:05,140480,Теннисная ракетка Babolat Ballfighter 21 - Blue/Red,Ракетки для тенниса,Новый товар,0,8,8
2026-09-23 16:52:05,230124,Теннисная ракетка Head Boom MP L 2024,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,140479,Теннисная ракетка Babolat Ballfighter 19 - Blue/Red,Ракетки для тенниса,Новый товар,0,3,3
2026-09-23 16:52:05,235824,Теннисная ракетка Head COCO Jr 21,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,233149,Теннисная ракетка Head Extreme Junior 19,Ракетки для тенниса,Новый товар,0,3,3
2026-09-23 16:52:05,233336,Теннисная ракетка Head Extreme MP UL 2026,Ракетки для тенниса,Новый товар,0,16,16
2026-09-23 16:52:05,7T58G095,Теннисная ракетка Prince x Hydrogen Skulls 290,Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,101578-323,Теннисная ракетка Babolat Pure Strike 98 18/20 2026,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,RK-FS-ELV-TOUR,Теннисная ракетка Diadem Elevate FS 98 Tour,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,232206,Теннисная ракетка Head Boom Pro 2026,Ракетки для тенниса,Новый товар,0,4,4
2026-09-23 16:52:05,233346,Теннисная ракетка Head Extreme Team 2026,Ракетки для тенниса,Новый товар,0,13,13
2026-09-23 16:52:05,AR76-A2285,Теннисная ракетка 7/6 A2 285,Ракетки для тенниса,Новый товар,0,35,35
2026-09-23 16:52:05,236014,Теннисная ракетка Head Speed MP 2024,Ракетки для тенниса,Новый товар,0,6,6
2026-09-23 16:52:05,232205-BL,Теннисная ракетка Head Paw 21 Blue,Ракетки для тенниса,Новый товар,0,6,6
2026-09-23 16:52:05,233316,Теннисная ракетка Head Extreme MP 2026,Ракетки для тенниса,Новый товар,0,7,7
2026-09-23 16:52:05,232106,Теннисная ракетка Head Speed Elite 2026,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,WR125711,Теннисная ракетка Wilson Pro Staff 97 V14,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,WR118010H,Теннисная ракетка Wilson Pro Staff Precision Jr. 23,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,236034,Теннисная ракетка Head Speed Team 2024,Ракетки для тенниса,Новый товар,0,19,19
2026-09-23 16:52:05,14FIR3056,Теннисная ракетка Tecnifbre Fire 305S 2026,Ракетки для тенниса,Новый товар,0,7,7
2026-09-23 16:52:05,230134,Теннисная ракетка Head Boom Team 2024,Ракетки для тенниса,Новый товар,0,2,2
2026-09-23 16:52:05,12CAR12024,Ракетка для сквоша Tecnifiber Carboflex X-TOP V2 120,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,14FIR3006,Теннисная ракетка Tecnifbre Fire 300 2026,Ракетки для тенниса,Новый товар,0,5,5
2026-09-23 16:52:05,232246,Теннисная ракетка Head Boom Team 2026,Ракетки для тенниса,Новый товар,0,14,14
2026-09-23 16:52:05,AR76-A2255,Теннисная ракетка 7/6 A2 255,Ракетки для тенниса,Новый товар,0,29,29
2026-09-23 16:52:05,WR126210,Теннисная ракетка Wilson Pro Staff 25 v14.0,Ракетки для тенниса,Новый товар,0,3,3
2026-09-23 16:52:05,231154,Теннисная ракетка Head Extreme JR 2024,Ракетки для тенниса,Новый товар,0,11,11
2026-09-23 16:52:05,102573-100,Теннисная ракетка Babolat Pure Aero Super Lite 2026,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,235133,Теннисная ракетка Head Radical Team L 2023,Ракетки для тенниса,Новый товар,0,1,1
2026-09-23 16:52:05,14BULL21NW,Теннисная ракетка Tecnifibre Bullit 21,Ракетки для тенниса,Новый товар,0,2,2
